Loot Monitor | Starting Chest Checking
20 10 | C: 0xa29384 Ref: 0x488DD8
1 11 | C: 0xa4917c Ref: 0x488DD8
18 6 | C: 0x323523 Ref: 16770253
19 6 | C: 0x2f311f Ref: 16770253
20 6 | C: 0x353423 Ref: 16770253
21 6 | C: 0x2d2d1d Ref: 16770253
2 11 | C: 0xa5937f Ref: 0x488DD8
3 11 | C: 0xa69480 Ref: 0x488DD8
4 11 | C: 0xa4937d Ref: 0x488DD8
5 11 | C: 0xa5917c Ref: 0x488DD8
6 11 | C: 0xa6947f Ref: 0x488DD8
25 6 | C: 0x3e3623 Ref: 16770253
26 6 | C: 0x3c3120 Ref: 16770253
27 6 | C: 0x3a3120 Ref: 16770253
28 6 | C: 0x342c1d Ref: 16770253
18 11 | C: 0xa29485 Ref: 0x488DD8
19 11 | C: 0xa19282 Ref: 0x488DD8
20 11 | C: 0xa39484 Ref: 0x488DD8
1 12 | C: 0xa4927d Ref: 0x488DD8
29 6 | C: 0x362c1d Ref: 16770253
30 6 | C: 0x382c1f Ref: 16770253
31 6 | C: 0x2d281a Ref: 16770253
32 6 | C: 0x2b281c Ref: 16770253
33 6 | C: 0x26271d Ref: 16770253
2 12 | C: 0xa79682 Ref: 0x488DD8
3 12 | C: 0xa6967f Ref: 0x488DD8
4 12 | C: 0xa4927c Ref: 0x488DD8
5 12 | C: 0xa5917c Ref: 0x488DD8
7 7 | C: 0x08144a Ref: 16770253
8 7 | C: 0x0620ab Ref: 16770253
9 7 | C: 0x173098 Ref: 16770253
10 7 | C: 0x27354b Ref: 16770253
11 7 | C: 0x232a1a Ref: 16770253
17 12 | C: 0xa39683 Ref: 0x488DD8
18 12 | C: 0xa39585 Ref: 0x488DD8
19 12 | C: 0xa29283 Ref: 0x488DD8
20 12 | C: 0xa29485 Ref: 0x488DD8
12 7 | C: 0x1f271a Ref: 16770253
13 7 | C: 0x202a1c Ref: 16770253
14 7 | C: 0x1f2b1c Ref: 16770253
15 7 | C: 0x1f2b1c Ref: 16770253
16 7 | C: 0x212f1d Ref: 16770253
5 14 | C: 0xa5927d Ref: 0x488DD8
6 14 | C: 0xa69480 Ref: 0x488DD8
7 14 | C: 0xa59480 Ref: 0x488DD8
8 14 | C: 0xa69581 Ref: 0x488DD8
17 7 | C: 0x283524 Ref: 16770253
18 7 | C: 0x1f2a17 Ref: 16770253
19 7 | C: 0x202b19 Ref: 16770253
20 7 | C: 0x2f3223 Ref: 16770253
21 7 | C: 0x413b27 Ref: 16770253
9 14 | C: 0xa59681 Ref: 0x488DD8
10 14 | C: 0xa69480 Ref: 0x488DD8
11 14 | C: 0xa69582 Ref: 0x488DD8
12 14 | C: 0xa49682 Ref: 0x488DD8
33 7 | C: 0x27241a Ref: 16770253
34 7 | C: 0x2a261a Ref: 16770253
1 8 | C: 0x060a08 Ref: 16770253
2 8 | C: 0x080e1f Ref: 16770253
13 14 | C: 0xa59884 Ref: 0x488DD8
14 14 | C: 0xa59786 Ref: 0x488DD8
15 14 | C: 0xa49684 Ref: 0x488DD8
16 14 | C: 0xa49583 Ref: 0x488DD8
3 8 | C: 0x08163a Ref: 16770253
4 8 | C: 0x061a60 Ref: 16770253
5 8 | C: 0x0621a9 Ref: 16770253
6 8 | C: 0x0620a7 Ref: 16770253
7 8 | C: 0x0621ac Ref: 16770253
3 15 | C: 0xa5927d Ref: 0x488DD8
4 15 | C: 0xa5947f Ref: 0x488DD8
5 15 | C: 0xa6937f Ref: 0x488DD8
6 15 | C: 0xa6937e Ref: 0x488DD8
8 8 | C: 0x353c54 Ref: 16770253
9 8 | C: 0x444635 Ref: 16770253
10 8 | C: 0x2f3124 Ref: 16770253
11 8 | C: 0x1c261a Ref: 16770253
12 8 | C: 0x1c261a Ref: 16770253
9 16 | C: 0xa5937f Ref: 0x488DD8
10 16 | C: 0xa69580 Ref: 0x488DD8
11 16 | C: 0xa69682 Ref: 0x488DD8
12 16 | C: 0xa59681 Ref: 0x488DD8
16 8 | C: 0x1a2619 Ref: 16770253
17 8 | C: 0x1d2617 Ref: 16770253
18 8 | C: 0x2d2f23 Ref: 16770253
19 8 | C: 0x363527 Ref: 16770253
20 16 | C: 0x7c634b Ref: 0x488DD8
1 17 | C: 0xa7947f Ref: 0x488DD8
2 17 | C: 0xa6937f Ref: 0x488DD8
3 17 | C: 0xa69580 Ref: 0x488DD8
4 17 | C: 0xa59480 Ref: 0x488DD8
4 9 | C: 0x032cc1 Ref: 16770253
5 9 | C: 0x313d23 Ref: 16770253
6 9 | C: 0x284d23 Ref: 16770253
7 9 | C: 0x24431f Ref: 16770253
5 17 | C: 0xa6947f Ref: 0x488DD8
6 17 | C: 0xa69580 Ref: 0x488DD8
7 17 | C: 0xa6957f Ref: 0x488DD8
8 17 | C: 0xa69480 Ref: 0x488DD8
9 17 | C: 0xa5947f Ref: 0x488DD8
16 9 | C: 0x212719 Ref: 16770253
17 9 | C: 0x272a1c Ref: 16770253
18 9 | C: 0x24281c Ref: 16770253
19 9 | C: 0x2f3023 Ref: 16770253
10 17 | C: 0xa6947f Ref: 0x488DD8
11 17 | C: 0xa69681 Ref: 0x488DD8
12 17 | C: 0xa69784 Ref: 0x488DD8
13 17 | C: 0xa69884 Ref: 0x488DD8
33 9 | C: 0x2a2417 Ref: 16770253
34 9 | C: 0x2a241a Ref: 16770253
1 10 | C: 0x1f1913 Ref: 16770253
2 10 | C: 0x2c3a1f Ref: 16770253
14 17 | C: 0xa49581 Ref: 0x488DD8
15 17 | C: 0xa49380 Ref: 0x488DD8
16 17 | C: 0xa1917d Ref: 0x488DD8
17 17 | C: 0x998974 Ref: 0x488DD8
10 10 | C: 0x1a2019 Ref: 16770253
11 10 | C: 0x1a2117 Ref: 16770253
12 10 | C: 0x1c241a Ref: 16770253
13 10 | C: 0x1c2419 Ref: 16770253
12 18 | C: 0xa69681 Ref: 0x488DD8
13 18 | C: 0xa59784 Ref: 0x488DD8
14 18 | C: 0xa49581 Ref: 0x488DD8
15 18 | C: 0xa39580 Ref: 0x488DD8
16 18 | C: 0x9e8d78 Ref: 0x488DD8
14 10 | C: 0x1f2319 Ref: 16770253
15 10 | C: 0x1c2117 Ref: 16770253
16 10 | C: 0x202017 Ref: 16770253
17 10 | C: 0x202117 Ref: 16770253
20 18 | C: 0x948978 Ref: 0x488DD8
1 19 | C: 0xa79680 Ref: 0x488DD8
2 19 | C: 0xa79883 Ref: 0x488DD8
3 19 | C: 0xa79681 Ref: 0x488DD8
26 10 | C: 0x2a281f Ref: 16770253
27 10 | C: 0x24241a Ref: 16770253
28 10 | C: 0x1f3c1c Ref: 16770253
29 10 | C: 0x274d31 Ref: 16770253
30 10 | C: 0x262119 Ref: 16770253
10 19 | C: 0xa69681 Ref: 0x488DD8
11 19 | C: 0xa59581 Ref: 0x488DD8
12 19 | C: 0xa59681 Ref: 0x488DD8
13 19 | C: 0xa49480 Ref: 0x488DD8
31 10 | C: 0x242119 Ref: 16770253
32 10 | C: 0x242119 Ref: 16770253
33 10 | C: 0x27231c Ref: 16770253
34 10 | C: 0x2b261d Ref: 16770253
1 11 | C: 0x1f1711 Ref: 16770253
6 21 | C: 0xa49278 Ref: 0x488DD8
7 21 | C: 0xa39279 Ref: 0x488DD8
8 21 | C: 0xa5947d Ref: 0x488DD8
9 21 | C: 0xa5957f Ref: 0x488DD8
4 11 | C: 0x30411c Ref: 16770253
5 11 | C: 0x213117 Ref: 16770253
6 11 | C: 0x243817 Ref: 16770253
7 11 | C: 0x243417 Ref: 16770253
10 21 | C: 0xa69681 Ref: 0x488DD8
11 21 | C: 0xa69782 Ref: 0x488DD8
12 21 | C: 0xa49680 Ref: 0x488DD8
13 21 | C: 0xa49580 Ref: 0x488DD8
8 11 | C: 0x263619 Ref: 16770253
9 11 | C: 0x2b2b1a Ref: 16770253
10 11 | C: 0x171c17 Ref: 16770253
11 11 | C: 0x171d16 Ref: 16770253
12 11 | C: 0x171d16 Ref: 16770253
14 21 | C: 0xa2927f Ref: 0x488DD8
15 21 | C: 0xa08e7a Ref: 0x488DD8
16 21 | C: 0x95836e Ref: 0x488DD8
17 21 | C: 0x8b7863 Ref: 0x488DD8
13 11 | C: 0x171d16 Ref: 16770253
14 11 | C: 0x1a1d16 Ref: 16770253
15 11 | C: 0x1f1d17 Ref: 16770253
16 11 | C: 0x212016 Ref: 16770253
17 11 | C: 0x262319 Ref: 16770253
13 22 | C: 0xa4947f Ref: 0x488DD8
14 22 | C: 0xa2917e Ref: 0x488DD8
15 22 | C: 0x9f8e7a Ref: 0x488DD8
16 22 | C: 0x8f7f69 Ref: 0x488DD8
18 11 | C: 0x282419 Ref: 16770253
19 11 | C: 0x28261a Ref: 16770253
20 11 | C: 0x2c2b1f Ref: 16770253
21 11 | C: 0x302f23 Ref: 16770253
22 11 | C: 0x312c21 Ref: 16770253
17 22 | C: 0x816c55 Ref: 0x488DD8
18 22 | C: 0x553c28 Ref: 0x488DD8
19 22 | C: 0x66513a Ref: 0x488DD8
20 22 | C: 0x3d2814 Ref: 0x488DD8
26 11 | C: 0x1c3113 Ref: 16770253
27 11 | C: 0x322d23 Ref: 16770253
28 11 | C: 0x342c21 Ref: 16770253
29 11 | C: 0x362d21 Ref: 16770253
1 23 | C: 0xa7937d Ref: 0x488DD8
2 23 | C: 0xa7947e Ref: 0x488DD8
3 23 | C: 0xa59279 Ref: 0x488DD8
4 23 | C: 0xa39279 Ref: 0x488DD8
5 23 | C: 0xa49177 Ref: 0x488DD8
20 12 | C: 0x302d20 Ref: 16770253
21 12 | C: 0x312c21 Ref: 16770253
22 12 | C: 0x302f24 Ref: 16770253
23 12 | C: 0x1a2f0f Ref: 16770253
6 23 | C: 0xa49175 Ref: 0x488DD8
7 23 | C: 0xa39177 Ref: 0x488DD8
8 23 | C: 0xa69580 Ref: 0x488DD8
9 23 | C: 0xa69682 Ref: 0x488DD8
24 12 | C: 0x363123 Ref: 16770253
25 12 | C: 0x363023 Ref: 16770253
26 12 | C: 0x342f23 Ref: 16770253
27 12 | C: 0x322f24 Ref: 16770253
10 23 | C: 0xa69782 Ref: 0x488DD8
11 23 | C: 0xa69783 Ref: 0x488DD8
12 23 | C: 0xa59782 Ref: 0x488DD8
13 23 | C: 0xa49581 Ref: 0x488DD8
14 23 | C: 0xa3937f Ref: 0x488DD8
28 12 | C: 0x363023 Ref: 16770253
29 12 | C: 0x3a3223 Ref: 16770253
30 12 | C: 0x3a3523 Ref: 16770253
31 12 | C: 0x3a3223 Ref: 16770253
15 23 | C: 0xa1907e Ref: 0x488DD8
16 23 | C: 0x9a8875 Ref: 0x488DD8
17 23 | C: 0x86755e Ref: 0x488DD8
18 23 | C: 0x755c43 Ref: 0x488DD8
19 23 | C: 0x5f442b Ref: 0x488DD8
8 13 | C: 0x203728 Ref: 16770253
9 13 | C: 0x1d2417 Ref: 16770253
10 13 | C: 0x1c2a21 Ref: 16770253
11 13 | C: 0x212117 Ref: 16770253
20 23 | C: 0x57371d Ref: 0x488DD8
1 24 | C: 0xa8937d Ref: 0x488DD8
2 24 | C: 0xa7947e Ref: 0x488DD8
3 24 | C: 0xa39075 Ref: 0x488DD8
15 13 | C: 0x2c261c Ref: 16770253
16 13 | C: 0x2d2a21 Ref: 16770253
17 13 | C: 0x302b23 Ref: 16770253
18 13 | C: 0x312d26 Ref: 16770253
19 13 | C: 0x2f2c24 Ref: 16770253
19 24 | C: 0x543c26 Ref: 0x488DD8
20 24 | C: 0x432d17 Ref: 0x488DD8
1 25 | C: 0xa8947e Ref: 0x488DD8
2 25 | C: 0xa6947d Ref: 0x488DD8
9 14 | C: 0x1d2117 Ref: 16770253
10 14 | C: 0x1a1c17 Ref: 16770253
11 14 | C: 0x1f1d17 Ref: 16770253
12 14 | C: 0x282119 Ref: 16770253
15 25 | C: 0xa39682 Ref: 0x488DD8
16 25 | C: 0xa1937f Ref: 0x488DD8
17 25 | C: 0x9e8e7a Ref: 0x488DD8
18 25 | C: 0x857760 Ref: 0x488DD8
13 14 | C: 0x27211a Ref: 16770253
14 14 | C: 0x26211a Ref: 16770253
15 14 | C: 0x242119 Ref: 16770253
16 14 | C: 0x28261c Ref: 16770253
10 26 | C: 0xa69781 Ref: 0x488DD8
11 26 | C: 0xa69682 Ref: 0x488DD8
12 26 | C: 0xa4947f Ref: 0x488DD8
13 26 | C: 0xa49681 Ref: 0x488DD8
14 26 | C: 0xa3947f Ref: 0x488DD8
2 15 | C: 0x26311a Ref: 16770253
3 15 | C: 0x24321d Ref: 16770253
4 15 | C: 0x1f2019 Ref: 16770253
5 15 | C: 0x1c1f19 Ref: 16770253
4 27 | C: 0xa5947c Ref: 0x488DD8
5 27 | C: 0xa49277 Ref: 0x488DD8
6 27 | C: 0xa49176 Ref: 0x488DD8
7 27 | C: 0xa49177 Ref: 0x488DD8
7 15 | C: 0x191a17 Ref: 16770253
8 15 | C: 0x191c19 Ref: 16770253
9 15 | C: 0x1c1c1a Ref: 16770253
10 15 | C: 0x191716 Ref: 16770253
11 15 | C: 0x1d1a17 Ref: 16770253
14 28 | C: 0xa4947f Ref: 0x488DD8
15 28 | C: 0xa2927d Ref: 0x488DD8
16 28 | C: 0xa2917e Ref: 0x488DD8
17 28 | C: 0xa08e7b Ref: 0x488DD8
25 15 | C: 0x2b241d Ref: 16770253
26 15 | C: 0x312d24 Ref: 16770253
27 15 | C: 0x342f24 Ref: 16770253
28 15 | C: 0x363028 Ref: 16770253
19 28 | C: 0x888069 Ref: 0x488DD8
20 28 | C: 0x664f35 Ref: 0x488DD8
1 29 | C: 0xa59276 Ref: 0x488DD8
2 29 | C: 0xa49174 Ref: 0x488DD8
3 29 | C: 0xa59076 Ref: 0x488DD8
23 16 | C: 0x2b241f Ref: 16770253
24 16 | C: 0x2a231d Ref: 16770253
25 16 | C: 0x27231a Ref: 16770253
26 16 | C: 0x3c3e2b Ref: 16770253
18 29 | C: 0xb8b5a9 Ref: 0x488DD8
19 29 | C: 0x887f69 Ref: 0x488DD8
20 29 | C: 0x6a543c Ref: 0x488DD8
1 30 | C: 0xa59174 Ref: 0x488DD8
1 17 | C: 0x20170f Ref: 16770253
2 17 | C: 0x242619 Ref: 16770253
3 17 | C: 0x192f11 Ref: 16770253
4 17 | C: 0x1c3113 Ref: 16770253
5 17 | C: 0x1c3216 Ref: 16770253
5 30 | C: 0xa48f74 Ref: 0x488DD8
6 30 | C: 0xa49074 Ref: 0x488DD8
7 30 | C: 0xa49176 Ref: 0x488DD8
8 30 | C: 0xa49276 Ref: 0x488DD8
29 17 | C: 0x575137 Ref: 16770253
30 17 | C: 0x5c523a Ref: 16770253
31 17 | C: 0x4d4b31 Ref: 16770253
32 17 | C: 0x3a3b28 Ref: 16770253
16 30 | C: 0xa2917c Ref: 0x488DD8
17 30 | C: 0xa29481 Ref: 0x488DD8
18 30 | C: 0xa0907f Ref: 0x488DD8
19 30 | C: 0x978776 Ref: 0x488DD8
20 30 | C: 0x746048 Ref: 0x488DD8
33 17 | C: 0x3c3c2a Ref: 16770253
34 17 | C: 0x3f3e2b Ref: 16770253
1 18 | C: 0x201911 Ref: 16770253
2 18 | C: 0x202317 Ref: 16770253
16 31 | C: 0xa39380 Ref: 0x488DD8
17 31 | C: 0xa49684 Ref: 0x488DD8
18 31 | C: 0xa29685 Ref: 0x488DD8
19 31 | C: 0x9e8f7d Ref: 0x488DD8
3 18 | C: 0x172f11 Ref: 16770253
4 18 | C: 0x1a3011 Ref: 16770253
5 18 | C: 0x1c3614 Ref: 16770253
6 18 | C: 0x1d3717 Ref: 16770253
7 18 | C: 0x271f19 Ref: 16770253
20 31 | C: 0x968275 Ref: 0x488DD8
1 32 | C: 0xa59175 Ref: 0x488DD8
2 32 | C: 0xa49174 Ref: 0x488DD8
3 32 | C: 0xa39175 Ref: 0x488DD8
22 18 | C: 0x282119 Ref: 16770253
23 18 | C: 0x2a261c Ref: 16770253
24 18 | C: 0x514c34 Ref: 16770253
25 18 | C: 0x3d3e2c Ref: 16770253
26 18 | C: 0x505535 Ref: 16770253
12 33 | C: 0xa5947f Ref: 0x488DD8
13 33 | C: 0xa59681 Ref: 0x488DD8
14 33 | C: 0xa49682 Ref: 0x488DD8
15 33 | C: 0xa3947f Ref: 0x488DD8
6 19 | C: 0x2d201a Ref: 16770253
7 19 | C: 0x2a1f19 Ref: 16770253
8 19 | C: 0x342b20 Ref: 16770253
9 19 | C: 0x3d3b2b Ref: 16770253
16 33 | C: 0xa39481 Ref: 0x488DD8
17 33 | C: 0xa39885 Ref: 0x488DD8
18 33 | C: 0xa49888 Ref: 0x488DD8
19 33 | C: 0xa39889 Ref: 0x488DD8
20 33 | C: 0x9f8e81 Ref: 0x488DD8
26 19 | C: 0x265935 Ref: 16770253
27 19 | C: 0x235935 Ref: 16770253
28 19 | C: 0x215230 Ref: 16770253
29 19 | C: 0x235936 Ref: 16770253
4 34 | C: 0xa49175 Ref: 0x488DD8
5 34 | C: 0xa49175 Ref: 0x488DD8
6 34 | C: 0xa49377 Ref: 0x488DD8
7 34 | C: 0xa39277 Ref: 0x488DD8
8 34 | C: 0xa39175 Ref: 0x488DD8
30 20 | C: 0x215130 Ref: 16770253
31 20 | C: 0x21532f Ref: 16770253
32 20 | C: 0x215230 Ref: 16770253
33 20 | C: 0x23552f Ref: 16770253
13 34 | C: 0xa4947e Ref: 0x488DD8
14 34 | C: 0xa49480 Ref: 0x488DD8
15 34 | C: 0xa39580 Ref: 0x488DD8
16 34 | C: 0xa39581 Ref: 0x488DD8
34 20 | C: 0x205930 Ref: 16770253
1 21 | C: 0x19110c Ref: 16770253
2 21 | C: 0x1f1d14 Ref: 16770253
3 21 | C: 0x444430 Ref: 16770253
4 21 | C: 0x3c3426 Ref: 16770253
20 35 | C: 0xa08f80 Ref: 0x488DD8
1 36 | C: 0xa69175 Ref: 0x488DD8
2 36 | C: 0xa59175 Ref: 0x488DD8
3 36 | C: 0xa59174 Ref: 0x488DD8
5 21 | C: 0x47422f Ref: 16770253
6 21 | C: 0x3f3e2c Ref: 16770253
7 21 | C: 0x383b2b Ref: 16770253
8 21 | C: 0x353b2b Ref: 16770253
9 21 | C: 0x323528 Ref: 16770253
12 37 | C: 0xa39178 Ref: 0x488DD8
13 37 | C: 0xa5947f Ref: 0x488DD8
14 37 | C: 0xa59783 Ref: 0x488DD8
15 37 | C: 0xa49581 Ref: 0x488DD8
15 21 | C: 0x131711 Ref: 16770253
16 21 | C: 0x131c14 Ref: 16770253
17 21 | C: 0x111a14 Ref: 16770253
18 21 | C: 0x231d17 Ref: 16770253
16 37 | C: 0xa39480 Ref: 0x488DD8
17 37 | C: 0xa39583 Ref: 0x488DD8
18 37 | C: 0xa29584 Ref: 0x488DD8
19 37 | C: 0xa39484 Ref: 0x488DD8
20 37 | C: 0xa19284 Ref: 0x488DD8
19 21 | C: 0x27201c Ref: 16770253
20 21 | C: 0x433726 Ref: 16770253
21 21 | C: 0x3a3221 Ref: 16770253
22 21 | C: 0x35301f Ref: 16770253
9 38 | C: 0xa49277 Ref: 0x488DD8
10 38 | C: 0xa59076 Ref: 0x488DD8
11 38 | C: 0xa48f75 Ref: 0x488DD8
12 38 | C: 0xa39178 Ref: 0x488DD8
13 38 | C: 0xa59680 Ref: 0x488DD8
9 22 | C: 0x322f1f Ref: 16770253
10 22 | C: 0x212317 Ref: 16770253
11 22 | C: 0x1f1f16 Ref: 16770253
12 22 | C: 0x191c13 Ref: 16770253
14 38 | C: 0xa59683 Ref: 0x488DD8
15 38 | C: 0xa49682 Ref: 0x488DD8
16 38 | C: 0xa39481 Ref: 0x488DD8
17 38 | C: 0xa39683 Ref: 0x488DD8
13 22 | C: 0x13140e Ref: 16770253
14 22 | C: 0x13160f Ref: 16770253
15 22 | C: 0x141913 Ref: 16770253
16 22 | C: 0x241f19 Ref: 16770253
17 22 | C: 0x323b26 Ref: 16770253
18 38 | C: 0xa39684 Ref: 0x488DD8
19 38 | C: 0xa39485 Ref: 0x488DD8
20 38 | C: 0xa29284 Ref: 0x488DD8
1 39 | C: 0xa69476 Ref: 0x488DD8
23 22 | C: 0x4a422b Ref: 16770253
24 22 | C: 0x424a2b Ref: 16770253
25 22 | C: 0x3b4c2c Ref: 16770253
26 22 | C: 0x2f482a Ref: 16770253
27 22 | C: 0x234424 Ref: 16770253
2 39 | C: 0xa59476 Ref: 0x488DD8
3 39 | C: 0xa59376 Ref: 0x488DD8
4 39 | C: 0xa69377 Ref: 0x488DD8
5 39 | C: 0xa59679 Ref: 0x488DD8
6 23 | C: 0x342d1d Ref: 16770253
7 23 | C: 0x423a24 Ref: 16770253
8 23 | C: 0x1d2620 Ref: 16770253
9 23 | C: 0x1d241f Ref: 16770253
10 23 | C: 0x2d261f Ref: 16770253
3 40 | C: 0xa59175 Ref: 0x488DD8
4 40 | C: 0xa69377 Ref: 0x488DD8
5 40 | C: 0xa49376 Ref: 0x488DD8
6 40 | C: 0xa69378 Ref: 0x488DD8
11 23 | C: 0x2d2620 Ref: 16770253
12 23 | C: 0x202f27 Ref: 16770253
13 23 | C: 0x1f3026 Ref: 16770253
14 23 | C: 0x1f3024 Ref: 16770253
7 40 | C: 0xa59478 Ref: 0x488DD8
8 40 | C: 0xa49478 Ref: 0x488DD8
9 40 | C: 0xa49378 Ref: 0x488DD8
10 40 | C: 0xa59278 Ref: 0x488DD8
11 40 | C: 0xa5957b Ref: 0x488DD8
16 23 | C: 0x2f261f Ref: 16770253
17 23 | C: 0x312a21 Ref: 16770253
18 23 | C: 0x2a341f Ref: 16770253
19 23 | C: 0x353120 Ref: 16770253
4 41 | C: 0xa69377 Ref: 0x488DD8
5 41 | C: 0xa69377 Ref: 0x488DD8
6 41 | C: 0xa69378 Ref: 0x488DD8
7 41 | C: 0xa59379 Ref: 0x488DD8
8 41 | C: 0xa6947a Ref: 0x488DD8
9 24 | C: 0x2f261f Ref: 16770253
10 24 | C: 0x20342b Ref: 16770253
11 24 | C: 0x21372f Ref: 16770253
12 24 | C: 0x21372f Ref: 16770253
9 41 | C: 0xa6947b Ref: 0x488DD8
10 41 | C: 0xa5957c Ref: 0x488DD8
11 41 | C: 0xa5957d Ref: 0x488DD8
12 41 | C: 0xa59680 Ref: 0x488DD8
13 24 | C: 0x2f2721 Ref: 16770253
14 24 | C: 0x2f261f Ref: 16770253
15 24 | C: 0x30261f Ref: 16770253
16 24 | C: 0x2f2a23 Ref: 16770253
17 24 | C: 0x302a23 Ref: 16770253
6 42 | C: 0xa69378 Ref: 0x488DD8
7 42 | C: 0xa59379 Ref: 0x488DD8
8 42 | C: 0xa59479 Ref: 0x488DD8
9 42 | C: 0xa6947b Ref: 0x488DD8
18 24 | C: 0x302b26 Ref: 16770253
19 24 | C: 0x383520 Ref: 16770253
20 24 | C: 0x4f422a Ref: 16770253
21 24 | C: 0x4b422b Ref: 16770253
22 24 | C: 0x574d35 Ref: 16770253
10 42 | C: 0xa6947d Ref: 0x488DD8
11 42 | C: 0xa6967f Ref: 0x488DD8
12 42 | C: 0xa6967f Ref: 0x488DD8
13 42 | C: 0xa6967f Ref: 0x488DD8
1 25 | C: 0x2d231d Ref: 16770253
2 25 | C: 0x2b211d Ref: 16770253
3 25 | C: 0x2c2420 Ref: 16770253
4 25 | C: 0x2d2620 Ref: 16770253
14 42 | C: 0xa5967f Ref: 0x488DD8
15 42 | C: 0xa59682 Ref: 0x488DD8
16 42 | C: 0xa6998a Ref: 0x488DD8
17 42 | C: 0xa79a8b Ref: 0x488DD8
18 42 | C: 0xa59788 Ref: 0x488DD8
33 25 | C: 0x1f4b2a Ref: 16770253
34 25 | C: 0x21502b Ref: 16770253
1 26 | C: 0x2d241f Ref: 16770253
2 26 | C: 0x2f2420 Ref: 16770253
19 42 | C: 0xa59789 Ref: 0x488DD8
20 42 | C: 0xa59888 Ref: 0x488DD8
1 43 | C: 0xa69477 Ref: 0x488DD8
2 43 | C: 0xa69377 Ref: 0x488DD8
3 26 | C: 0x302620 Ref: 16770253
4 26 | C: 0x30241f Ref: 16770253
5 26 | C: 0x1f2419 Ref: 16770253
6 26 | C: 0x272a1c Ref: 16770253
7 26 | C: 0x232a23 Ref: 16770253
10 43 | C: 0xa7957d Ref: 0x488DD8
11 43 | C: 0xa6967f Ref: 0x488DD8
12 43 | C: 0xa5957d Ref: 0x488DD8
13 43 | C: 0xa69780 Ref: 0x488DD8
8 26 | C: 0x2f2623 Ref: 16770253
9 26 | C: 0x2d2626 Ref: 16770253
10 26 | C: 0x2f2826 Ref: 16770253
11 26 | C: 0x2c2424 Ref: 16770253
12 26 | C: 0x2a2421 Ref: 16770253
14 43 | C: 0xa59884 Ref: 0x488DD8
15 43 | C: 0xa59784 Ref: 0x488DD8
16 43 | C: 0xa59887 Ref: 0x488DD8
17 43 | C: 0xa5998a Ref: 0x488DD8
16 26 | C: 0x34271c Ref: 16770253
17 26 | C: 0x32261c Ref: 16770253
18 26 | C: 0x342a21 Ref: 16770253
19 26 | C: 0x322820 Ref: 16770253
18 43 | C: 0xa59585 Ref: 0x488DD8
19 43 | C: 0xa59889 Ref: 0x488DD8
20 43 | C: 0xa6988a Ref: 0x488DD8
1 44 | C: 0xa79478 Ref: 0x488DD8
2 44 | C: 0xa79478 Ref: 0x488DD8
24 26 | C: 0x313721 Ref: 16770253
25 26 | C: 0x313721 Ref: 16770253
26 26 | C: 0x3b3e23 Ref: 16770253
27 26 | C: 0x434627 Ref: 16770253
17 44 | C: 0xa69889 Ref: 0x488DD8
18 44 | C: 0xa69889 Ref: 0x488DD8
19 44 | C: 0xa5998a Ref: 0x488DD8
20 44 | C: 0xa6998a Ref: 0x488DD8
28 26 | C: 0x474b2b Ref: 16770253
29 26 | C: 0x48482c Ref: 16770253
30 26 | C: 0x444428 Ref: 16770253
31 26 | C: 0x354426 Ref: 16770253
1 45 | C: 0xa79579 Ref: 0x488DD8
2 45 | C: 0xa79479 Ref: 0x488DD8
3 45 | C: 0xa7957b Ref: 0x488DD8
4 45 | C: 0xa7967a Ref: 0x488DD8
5 45 | C: 0xa6957a Ref: 0x488DD8
1 27 | C: 0x2d241c Ref: 16770253
2 27 | C: 0x30281d Ref: 16770253
3 27 | C: 0x21261d Ref: 16770253
4 27 | C: 0x21261d Ref: 16770253
6 45 | C: 0xa6967b Ref: 0x488DD8
7 45 | C: 0xa6957b Ref: 0x488DD8
8 45 | C: 0xa7967b Ref: 0x488DD8
9 45 | C: 0xa7947a Ref: 0x488DD8
5 27 | C: 0x262f1d Ref: 16770253
6 27 | C: 0x242a21 Ref: 16770253
7 27 | C: 0x2a2426 Ref: 16770253
8 27 | C: 0x2f2628 Ref: 16770253
9 27 | C: 0x312b2b Ref: 16770253
16 45 | C: 0xa79888 Ref: 0x488DD8
17 45 | C: 0xa79989 Ref: 0x488DD8
18 45 | C: 0xa79a8b Ref: 0x488DD8
19 45 | C: 0xa89d8e Ref: 0x488DD8
10 27 | C: 0x372d2d Ref: 16770253
11 27 | C: 0x3e2f2a Ref: 16770253
12 27 | C: 0x362c23 Ref: 16770253
13 27 | C: 0x145824 Ref: 16770253
11 46 | C: 0xa6977e Ref: 0x488DD8
12 46 | C: 0xa69880 Ref: 0x488DD8
13 46 | C: 0xa79885 Ref: 0x488DD8
14 46 | C: 0xa69684 Ref: 0x488DD8
14 27 | C: 0x165020 Ref: 16770253
15 27 | C: 0x352a24 Ref: 16770253
16 27 | C: 0x24421d Ref: 16770253
17 27 | C: 0x413c2b Ref: 16770253
18 27 | C: 0x5a5138 Ref: 16770253
8 47 | C: 0xa7957b Ref: 0x488DD8
9 47 | C: 0xa6977c Ref: 0x488DD8
10 47 | C: 0xa6967d Ref: 0x488DD8
11 47 | C: 0xa7977f Ref: 0x488DD8
19 27 | C: 0x675d42 Ref: 16770253
